,0
cigar,4.9428089854578685
rebut,4.726697091281464
sissy,4.0469247188460375
humph,4.171643012249958
awake,4.126019862587086
blush,4.8122138175450635
focal,4.542037967251805
evade,4.218237511820401
naval,4.073192780154286
serve,4.429894656887188
heath,4.651053915675615
dwarf,4.5213757455318575
model,4.985537614278979
karma,4.116791632733436
stink,4.714422330462174
grade,4.4306898253510205
quiet,4.793166224593214
bench,4.6682206652371905
abate,4.534163701645303
feign,4.531795687616673
major,4.3399198819419
death,5.022242991481865
fresh,5.174141536100535
crust,5.060576879151406
stool,4.820832430830211
colon,4.532339727810382
abase,4.515461303189681
marry,3.999374979408264
react,4.970139434748529
batty,4.048797117473958
pride,4.53570769237578
floss,5.1401538144047985
helix,4.839298155815569
croak,4.650928984031477
staff,4.200561520076072
paper,4.02006528548588
unfed,4.625236556472344
whelp,4.805420548039022
trawl,4.92828448992862
outdo,4.8458750205463055
adobe,4.800553403725066
crazy,3.8742179702946653
sower,4.963791935331117
repay,4.2732209284936085
digit,4.512513515673514
crate,4.895595264408908
cluck,3.9045240296009975
spike,4.534739381631941
mimic,3.93019320030803
pound,4.607094102877368
maxim,3.8648699575232697
linen,4.584241105369502
unmet,4.9514387347390265
flesh,5.110437081060398
booby,3.5466003423353487
forth,4.885397542612948
first,5.163776318845678
stand,4.985924260376146
belly,3.927425707978746
ivory,4.627082364844072
seedy,4.522147187607524
print,4.851184667348173
yearn,4.698083437497541
drain,4.786568963425791
bribe,4.100307298549699
stout,4.63177849652314
panel,4.7366545584778805
crass,5.073681149235135
flume,4.299609427345449
offal,4.277288331272975
agree,4.717595998256666
error,4.4050796504448915
swirl,5.107140566030503
argue,4.628766519524042
bleed,4.51625770967199
delta,4.900113333415855
flick,4.262429461430955
totem,5.000192139685979
wooer,4.473983235258753
front,4.882686818642673
shrub,5.022555778267266
parry,4.034038582726595
biome,4.978789429730626
lapel,4.435289300318394
start,4.664881332916088
greet,4.744622231148509
goner,4.728770769509171
golem,4.948390538775723
lusty,4.848842609956032
loopy,4.182261583291858
round,4.804359994989795
audit,5.023172996174228
lying,4.39422235313746
gamma,3.6632470993701496
labor,4.854405912708643
islet,5.580528694122902
civic,3.846796247770987
forge,4.566929513019068
corny,4.613514731995297
moult,5.005311023060906
basic,4.9504589304287645
salad,4.666707214816445
agate,4.5246637997744825
spicy,4.472272908302227
spray,4.496534071574592
essay,4.577814923725303
fjord,4.362616833840557
spend,4.938293949164187
kebab,3.9951306524074672
guild,4.661037540047648
aback,4.078831641187502
motor,4.849135884517094
alone,4.975952777769608
hatch,4.403327055395208
hyper,4.59958697311372
thumb,4.840831863404328
dowry,4.472489544508526
ought,5.000958130646499
belch,4.66295142644276
dutch,4.804902608981645
pilot,5.1547690635928225
tweed,4.919300431973808
comet,5.227982665820453
jaunt,4.313575121119081
enema,4.486625390481606
steed,5.02659144873689
abyss,5.048122489985545
growl,4.621491943460759
fling,4.218411094464486
dozen,4.57660831285168
boozy,3.546171747502539
erode,4.62808055327198
world,4.89783376093164
gouge,4.301243654541442
click,4.051680489575821
briar,4.535870899583552
great,4.857069140890014
altar,4.876254601021251
pulpy,3.7411523777737266
blurt,4.828100491174707
coast,5.288794483549082
duchy,4.44827381160111
groin,4.778364831142767
fixer,4.042282176184536
group,4.547908449521795
rogue,4.896233666525468
badly,4.221712514437558
smart,4.972645321310102
pithy,4.6088582920401535
gaudy,4.255359973125517
chill,4.619654990764173
heron,5.212462623762306
vodka,4.5890988258162055
finer,4.429691885601611
surer,4.500429312105682
radio,5.043590987511571
rouge,4.718190020699652
perch,4.762836998056162
retch,5.015092887138149
wrote,5.159907495333112
clock,4.125683162155929
tilde,5.309171519421957
store,5.276287608813451
prove,4.352870832129721
bring,4.352595417750331
solve,5.030328448337313
cheat,5.057446991727701
grime,4.529311774810569
exult,4.506664726809244
usher,5.149181079712283
epoch,5.106960636716475
triad,5.138235059949534
break,4.3668471341426605
rhino,5.284072901879089
viral,4.664133304037464
conic,4.462342219381969
masse,4.67148402579221
sonic,5.2140812996573045
vital,4.722900713190764
trace,4.969010460086399
using,4.720508478339389
champ,4.56902288331577
baton,4.856158236087135
brake,4.254558659906481
pluck,4.257950398148187
craze,4.072027985962438
gripe,4.469974335614446
weary,4.371041719282598
picky,4.214375574810564
acute,4.957643746890417
ferry,3.905922131982796
aside,5.182909107291982
tapir,5.219793511770918
troll,5.007535364422994
unify,4.201651479863634
rebus,5.53999281915285
boost,4.795859003380879
truss,5.480005584566
siege,4.865846277981274
tiger,5.057589531149843
banal,4.098711626799118
harry,4.286012455997069
hasty,4.8603804249458396
fella,4.155801729065026
fetus,5.7645445556295085
butch,4.60359875947169
phase,4.9648168257720355
payer,4.281630021958911
gaily,4.40122262378818
hydro,5.064290135087974
flack,4.099587917174473
stalk,4.721843179342561
augur,4.401732116634619
bobby,3.433350917936335
unlit,4.935655986308379
octal,5.09294398621914
widow,4.531746456682642
eclat,4.832479078924487
sooth,4.889162372319884
liege,4.727192937734463
unset,5.305447994047418
vomit,4.916063115451601
ombre,4.893761946828346
fanny,3.692860483487565
pooch,4.5257361430041145
hippy,4.147854522188716
folly,3.963897050677039
louse,5.2596003228044035
gulch,4.591819660315456
vault,4.665635140944105
godly,4.5078727021776634
threw,5.1729663611217385
fleet,4.634098121386985
grave,4.131569365501842
shock,4.801250767348803
crave,4.241970893648424
spite,5.022492288979374
valve,3.910482495603434
skimp,4.4720392197361685
claim,4.6543988922974435
musty,4.591153582840108
pique,4.360873944921601
daddy,3.4934018515659546
quasi,4.658386749962363
arise,5.228497766723928
aging,4.10184170713789
opium,4.978066510759433
stuck,4.569298669793542
recut,4.9054343433583405
mulch,4.610239724195903
genre,4.5846903358011595
plume,4.432751812650142
rifle,4.8444849043854115
count,4.877009929571364
incur,4.991751241421217
total,4.787164437041851
wrest,5.130007882527441
mocha,4.892598195248756
deter,4.676525698873592
study,4.65360403785089
lover,4.532022340081911
safer,4.82335715821872
rivet,4.939323729117589
funny,3.647878203564799
smoke,4.7845017183190235
mound,4.607678357845208
sedan,5.15904627278267
pagan,4.15303730728019
swine,4.785952185953669
guile,4.63713181954239
gusty,4.589790856408608
equip,4.398773471853881
tough,5.012376227038155
canoe,5.008908379298029
chaos,5.945229086800151
covet,4.960178485193789
human,4.747614164856675
udder,4.100440358489888
lunch,4.73930665936557
blast,4.890947507861094
stray,4.824101678212995
manga,3.974783078060631
melee,4.288046037839959
lefty,4.582421725751232
quick,3.999999040493597
paste,4.954774522868128
given,4.554917942646527
octet,5.042776379453977
risen,5.334706782300341
groan,4.759531711612308
leaky,4.2601057183024835
grind,4.600078132386586
carve,4.42968303851322
loose,4.9691300887451355
sadly,4.670320495583944
spilt,4.9659290922272685
apple,4.16338802960507
slack,4.426984013260275
honey,4.935892096027241
final,4.507713614538133
sheen,5.012455238575903
eerie,4.426501931756936
minty,4.606280384151278
slick,4.627665116084532
derby,4.266670847942139
wharf,4.64030025628771
spelt,4.949314335118055
coach,4.607098361746947
erupt,4.768835051812196
singe,4.856114496137061
price,4.575969902656823
spawn,4.569489103267496
fairy,4.414218721638165
jiffy,3.499558183460407
filmy,4.192647802578768
stack,4.55596187577
chose,5.196288554208653
sleep,4.720929342167173
ardor,4.683921054413125
nanny,3.4959099563776714
niece,4.8145544525079496
woozy,3.6660532188558923
handy,4.491859639635227
grace,4.454019616918529
ditto,4.8863068578291555
stank,4.631509404894782
cream,4.602553153360135
diode,4.719981860135279
valor,4.697888497233022
angle,4.5858680589076
ninja,3.9422011396057153
muddy,3.8166099682683092
chase,4.949745200161548
reply,4.357151093413982
prone,4.679786610555045
spoil,5.087082082790507
heart,5.163579526323116
shade,4.919377330985328
diner,4.6714336397997
arson,5.433164049383283
onion,4.314537863259409
sleet,5.003595319869597
dowel,4.884850189142169
couch,4.38352788755757
palsy,4.539123974002145
bowel,4.725175224869253
smile,4.938455776736557
evoke,4.2692706970148615
creek,4.360593812934601
lance,4.813203210690844
eagle,4.428996287166515
idiot,4.801395520281043
siren,5.320723977439739
built,4.764757594733329
embed,4.576046022200447
award,4.411333847336846
dross,5.364156183155585
annul,4.3096555851665475
goody,4.07852921334127
frown,4.407499050066261
patio,5.131975094165466
laden,4.941020092757855
humid,4.932556118837505
elite,4.9302617851539905
lymph,4.551154452672759
edify,4.343032397475261
might,4.749096960159229
reset,5.165769893132215
visit,4.69326722766371
gusto,5.19885909713695
purse,4.716163736349672
vapor,4.630722064669926
crock,4.130915520946478
write,4.988408432198589
sunny,4.049196816780808
loath,5.296782190731852
chaff,4.159088547650962
slide,4.999599156017745
queer,3.958156047521607
venom,4.630065430683033
stamp,4.617727468679661
sorry,4.563350068818798
still,4.740469062873719
acorn,4.92168056874334
aping,4.503949326413269
pushy,4.593755934907589
tamer,4.883755758440307
hater,5.0141281342528
mania,4.242433178593986
awoke,4.712823736853192
brawn,4.414747463691785
swift,4.698819774945206
exile,4.240512931819601
birch,4.96096449833977
lucky,4.150953660014511
freer,3.911520527826776
risky,4.821884532332506
ghost,5.366026937097766
plier,4.734908775062415
winch,4.701048493806473
snare,4.918193790314793
nurse,4.941357890880012
house,5.332951141682701
borax,4.413651288368354
nicer,4.745617240380532
lurch,4.941976648194215
exalt,4.525953008763585
about,4.823790514253155
savvy,3.8763282973564985
toxin,4.834340844129152
tunic,4.947593951571334
pried,4.755519427605967
inlay,4.457753091765565
chump,4.5408675031336605
lanky,4.1832062332037845
cress,5.258718620863364
eater,4.588468245339372
elude,4.463326901115751
cycle,4.230414149935803
kitty,4.275271605472617
boule,4.820978723868438
moron,4.482000294907202
tenet,4.733415545095051
place,4.501435217251573
lobby,4.027337256478227
plush,4.890984316206076
vigil,4.159110307030992
index,4.500003487846261
blink,4.309764658121971
clung,4.366417755112445
qualm,4.147231372482731
croup,4.640569815325644
clink,4.4327496229587515
juicy,3.9844793916889256
stage,4.814985100545125
decay,4.427685697056266
nerve,4.251377015051202
flier,4.596555936423328
shaft,4.894671058411256
crook,4.2016116108023205
china,4.82481305732079
ridge,4.7410882335861055
vowel,4.662928038073139
gnome,4.725151571758856
snuck,4.508284554202404
icing,4.136333370988374
spiny,4.357891678218542
rigor,4.637854424843971
snail,4.9296047722130805
flown,4.445686624471023
rabid,4.724223815363784
prose,4.97452045415336
thank,4.908910688257721
poppy,3.5304835723134973
budge,4.261461398488524
fiber,4.364804415617797
moldy,4.461250145978989
dowdy,3.9374823826233993
kneel,4.548237231194356
track,4.673018624225325
caddy,3.8872355166836314
quell,4.07686461301798
dumpy,4.063906172975582
paler,4.4952887093685865
swore,4.941135531340829
rebar,4.295484621705864
scuba,4.642245478678285
splat,4.877445791185096
flyer,4.197067698122692
horny,4.84038919240269
mason,5.149522255587837
doing,4.676719178747575
ozone,4.1453403052460045
amply,4.216608599563968
ovary,4.551939905779242
beset,5.045803913298051
queue,3.7073088728402674
cliff,4.122662587175125
magic,4.518949321759345
truce,4.92862107856201
sport,5.03546420181235
fritz,4.427130193495329
edict,5.014773411743495
twirl,5.266096475984512
verse,4.529040626661309
llama,3.957738936621697
eaten,4.890001911845026
range,4.606961719356938
whisk,4.888162102093781
hovel,4.964800244040991
rehab,4.779317951216435
macaw,4.148391210778724
sigma,4.88278341317618
spout,4.822135886069575
verve,3.7694025977412333
sushi,4.833878897815889
dying,4.316783279275123
fetid,5.005752258638729
brain,4.635420544048305
buddy,3.747070848456603
thump,4.842724656101615
scion,5.150662853008479
candy,4.253239479594677
basin,4.942837303580722
march,4.712142754640768
crowd,4.656299788379117
arbor,4.50326341051874
gayly,3.779188555121133
musky,4.259691178141169
stain,5.009130623099565
dally,3.9761902489629537
bless,5.253369414081893
bravo,4.509000491031413
stung,4.658317708007591
title,5.011931758257795
ruler,4.237140958348372
kiosk,4.80534411955959
blond,4.707271096244508
ennui,4.402957346277305
layer,4.417835563504505
fluid,4.596897439999972
tatty,3.884682014104842
score,5.033645356790999
cutie,5.215939386843128
zebra,4.111907780164066
barge,4.449671614658772
matey,4.729489927965577
bluer,4.405354271320462
aider,5.02472595216398
shook,4.525597937354131
river,4.051187030882203
privy,4.202417196002684
betel,4.7776776027915036
frisk,4.716442986462452
bongo,4.219336622310804
begun,4.477836266341459
azure,4.373748982695815
weave,4.127346919941583
genie,4.613950643010956
sound,4.98086302983237
glove,4.4779749706493135
scope,4.811203095097175
wryly,3.983915383494897
rover,4.081872532347895
assay,4.176799788979885
ocean,5.134951703277694
bloom,4.195829495763812
irate,5.278022430137135
later,4.8831674913909655
silky,4.553071713407331
wreck,4.449776557329988
dwelt,4.908526997414655
smack,4.380988656644092
solid,5.471844247410332
amaze,3.8364856701823014
hazel,4.593955404090177
wrist,5.167198298071332
jolly,3.7702008170799166
globe,4.669394218219561
flint,4.647659164001736
rouse,5.122679674763915
civil,4.309755759957968
vista,5.068582905078731
relax,4.215433695303808
cover,4.407616892483919
alive,4.547895589343874
beech,4.5361416012053395
jetty,3.9309852708287685
bliss,5.196672206038586
vocal,4.555249214172658
often,5.139000728186936
dolly,4.162024867155189
eight,4.983718251747487
joker,4.1878778784514035
since,5.0547555600093705
event,4.467200402467816
ensue,4.819847820749167
shunt,4.993941181545916
diver,4.373503121299391
poser,5.143673981958258
worst,5.272567876590006
sweep,4.550933132044624
alley,4.431418771780552
creed,4.542798988234374
anime,4.796570456237455
leafy,4.278455932978742
bosom,4.643096159580385
dunce,4.6186197214833475
stare,5.0571947517839355
pudgy,4.121036717636877
waive,4.580249475597792
choir,5.412477908256006
stood,4.82184333786475
outgo,4.679094727671642
delay,4.398351178605693
bilge,4.56464452780786
ideal,4.99150743078435
clasp,4.682014627920591
seize,4.336109449826184
hotly,4.97420004630819
